title,doi,authors,year,sources,query_groups,cluster_size,venue,primary_venue
SWE-QA-Pro: A Representative Benchmark and Scalable Training Recipe for Repository-Level Code Understanding,,Songcheng Cai; Zhiheng Lyu; Yuansheng Ni; Xiangchao Chen; Baichuan Zhou; Shenzhe Zhu; Yi Lu; Haozhe Wang; Chi Ruan; Benjamin Schneider; Weixu Zhang; Xiang Li; Andy Zheng; Yuyu Zhang; Ping Nie; Wenhu Chen,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ACL Findings (2026),ACL
SWE-QA: A Dataset and Benchmark for Complex Code Understanding,,Laïla Elkoussy; Julien Perez,2026,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE,arXiv
SWE-QA: Can Language Models Answer Repository-level Code Questions?,,Weihan Peng; Yuling Shi; Yuhang Wang; Xinyun Zhang; Beijun Shen; Xiaodong Gu,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.CL; ACL Findings (2026),ACL
SWE-rebench V2: Language-Agnostic SWE Task Collection at Scale,,Ibragim Badertdinov; Maksim Nekrashevich; Anton Shevtsov; Alexander Golubev,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICML (2026),ICML
SWE-rebench: An Automated Pipeline for Task Collection and Decontaminated Evaluation of Software Engineering Agents,,Ibragim Badertdinov; Alexander Golubev; Maksim Nekrashevich; Anton Shevtsov; Simon Karasik; Andrei Andriushchenko; Maria Trofimova; Daria Litvintseva; Boris Yangel,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; NeurIPS (2025),NeurIPS
SWE-Refactor: A Repository-Level Benchmark for Real-World LLM-Based Code Refactoring,,Yisen Xu; Jinqiu Yang; Tse-Hsun; Chen,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-Replay: Efficient Test-Time Scaling for Software Engineering Agents,,Yifeng Ding; Lingming Zhang,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-RL: Advancing LLM Reasoning via Reinforcement Learning on Open Software Evolution,,Yuxiang Wei; Olivier Duchenne; Jade Copet; Quentin Carbonneaux; Lingming Zhang; Daniel Fried; Gabriel Synnaeve; Rishabh Singh; Sida I. Wang,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE; NeurIPS (2025),NeurIPS
SWE-RM: Execution-free Feedback For Software Engineering Agents,,KaShun Shum; Binyuan Hui; Jiawei Chen; Lei Zhang; X. W.; Jiaxi Yang; Yuzhen Huang; Junyang Lin; Junxian He,2025,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.CL; ICLR (2026),ICLR
SWE-Shepherd: Advancing PRMs for Reinforcing Code Agents,,Mahir Labib Dihan; Md Ashrafur Rahman Khan,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-Skills-Bench: Do Agent Skills Actually Help in Real-World Software Engineering?,,Tingxu Han; Yi Zhang; Wei Song; Chunrong Fang; Zhenyu Chen; Youcheng Sun; Lijie Hu,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-smith: Scaling Data for Software Engineering Agents,,John Yang; Kilian Lieret; Carlos E. Jimenez; Alexander Wettig; Kabir Khandpur; Yanzhe Zhang; Binyuan Hui; Ofir Press; Ludwig Schmidt; Diyi Yang,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; NeurIPS (2025),NeurIPS
SWE-Spot: Building Small Repo-Experts with Repository-Centric Learning,,Jinjun Peng; Magnus Saebo; Tianjun Zhong; Yi-Jie Cheng; Junfeng Yang; Baishakhi Ray; Simin Chen; Yangruibo Ding,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.LG,arXiv
SWE-SQL: Illuminating LLM Pathways to Solve User SQL Issues in Real-World Applications,,Jinyang Li; Xiaolong Li; Ge Qu; Per Jacobsson; Bowen Qin; Binyuan Hui; Shuzheng Si; Nan Huo; Xiaohan Xu; Yue Zhang; Ziwei Tang; Yuanshuai Li; Florensia Widjaja; Xintong Zhu; Feige Zhou; Yongfeng Huang; Yannis Papakonstantinou; Fatma Ozcan; Chenhao Ma; Reynold Cheng,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.DB; NeurIPS (2025),NeurIPS
SWE-Synth: Synthesizing Verifiable Bug-Fix Data to Enable Large Language Models in Resolving Real-World Bugs,,Minh V. T. Pham; Huy N. Phan; Hoang N. Phan; Cuong Le Chi; Tien N. Nguyen; Nghi D. Q. Bui,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-Tester: Training Open-Source LLMs for Issue Reproduction in Real-World Repositories,,Aditya Bharat Soni; Rajat Ghosh; Vaishnavi Bhargava; Valerie Chen; Debojyoti Dutta,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-TRACE: Optimizing Long-Horizon SWE Agents Through Rubric Process Reward Models and Heuristic Test-Time Scaling,,Hao Han; Jin Xie; Xuehao Ma; Weiquan Zhu; Ziyao Zhang; ZhiLiang Long; Hongkai Chen; Qingwen Ye,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWE-Universe: Scale Real-World Verifiable Environments to Millions,,Mouxiang Chen; Lei Zhang; Yunlong Feng; Xuwu Wang; Wenting Zhao; Ruisheng Cao; Jiaxi Yang; Jiawei Chen; Mingze Li; Zeyao Ma; Hao Ge; Zongmeng Zhang; Zeyu Cui; Dayiheng Liu; Jingren Zhou; Jianling Sun; Junyang Lin; Binyuan Hui,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE,arXiv
SWE-WebDevBench: Evaluating Coding Agent Application Platforms as Virtual Software Agencies,,Siddhant Saxena; Nilesh Trivedi; Vinayaka Jyothi,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.MA,arXiv
SWE-World: Building Software Engineering Agents in Docker-Free Environments,,Shuang Sun; Huatong Song; Lisheng Huang; Jinhao Jiang; Ran Le; Zhihao Lv; Zongchao Chen; Yiwen Hu; Wenyang Luo; Wayne Xin Zhao; Yang Song; Hongteng Xu; Tao Zhang; Ji-Rong Wen,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
SWEnergy: An Empirical Study on Energy Efficiency in Agentic Issue Resolution Frameworks with SLMs,10.1145/3786167.3788406,"Tripathy, Arihant and Harshit, Ch Pavan and Vaidhyanathan, Karthik",2026,ACM+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,8,Proceedings of the 2026 International Workshop on Agentic Engineering; cs.SE; ICSE,ICSE
"SweRank+: Multilingual, Multi-Turn Code Ranking for Software Issue Localization",,Revanth Gangi Reddy; Ye Liu; Wenting Zhao; JaeHyeok Doo; Tarun Suresh; Daniel Lee; Caiming Xiong; Yingbo Zhou; Semih Yavuz; Shafiq Joty,2025,arXiv,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,cs.SE,arXiv
SweRank: Software Issue Localization with Code Ranking,,Revanth Gangi Reddy; Tarun Suresh; JaeHyeok Doo; Ye Liu; Xuan Phi Nguyen; Yingbo Zhou; Semih Yavuz; Caiming Xiong; Heng Ji; Shafiq Joty,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICLR,ICLR
SwingArena: Competitive Programming Arena for Long-context GitHub Issue Solving,,Wendong Xu; Jing Xiong; Chenyang Zhao; Qiujiang Chen; Haoran Wang; Hui Shen; Zhongwei Wan; Jianbo Dai; Taiqiang Wu; He Xiao; Chaofan Tao; Z. Morley Mao; Ying Sheng; Zhijiang Guo; Hongxia Yang; Bei Yu; Lingpeng Kong; Quanquan Gu; Ngai Wong,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.CL; ICLR (2026),ICLR
SWT-Bench: Testing and Validating Real-World Bug-Fixes with Code Agents,,Niels Mündler; Mark Niklas Müller; Jingxuan He; Martin Vechev,2024,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; NeurIPS (2024),NeurIPS
SynFix: Dependency-Aware Program Repair via RelationGraph Analysis,,Xunzhu Tang; Jiechao Gao; Jin Xu; Tiezhu Sun; Yewei Song; Saad Ezzini; Wendkûuni C. Ouédraogo; Jacques Klein; Tegawendé F. Bissyandé,2025,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
Synergizing LLMs and Knowledge Graphs: A Novel Approach to Software Repository-Related Question Answering,10.1145/3796510,"Abedu, Samuel and Khatoonabadi, SayedHassan and Shihab, Emad",2026,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,ACM Trans. Softw. Eng. Methodol.,TOSEM
SynShine: Improved Fixing of Syntax Errors,10.1109/tse.2022.3212635,T. Ahmed; N. R. Ledesma; P. Devanbu,2023,IEEE,SE-G1 AND AI-G1,1,IEEE Transactions on Software Engineering,TSE
Synthesizing Document Database Queries Using Collection Abstractions,10.1109/icse55347.2025.00152,"Liu, Qikang and He, Yang and Cai, Yanwen and Kwak, Byeongguk and Wang, Yuepeng",2025,ACM,SE-G1 AND AI-G1,1,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,ICSE
Synthesizing Software Engineering Data in a Test-Driven Manner,,Lei Zhang; Jiaxi Yang; Min Yang; Jian Yang; Mouxiang Chen; Jiajun Zhang; Zeyu Cui; Binyuan Hui; Junyang Lin,2025,arXiv,SE-G2 AND AI-G1,1,cs.SE,arXiv
Synthetic Sandbox for Training Machine Learning Engineering Agents,,Yuhang Zhou; Lizhu Zhang; Yifan Wu; Jiayi Liu; Xiangjun Fan; Zhuokai Zhao; Hong Yan,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.CL,arXiv
T2I-R1: Reinforcing Image Generation with Collaborative Semantic-level and Token-level CoT,,Dongzhi Jiang; Ziyu Guo; Renrui Zhang; Zhuofan Zong; Hao Li; Le Zhuo; Shilin Yan; Pheng-Ann Heng; Hongsheng Li,2025,arXiv,SE-G2 AND AI-G1,1,cs.CV; NeurIPS (2025),NeurIPS
TACT: Mitigating Overthinking and Overacting in Coding Agents via Activation Steering,,Yuan Sui; Yulin Chen; Yibo Li; Xue Jiang; Yufei He; Yihong Dong; Xiaoxin He; Tianyu Gao; Bryan Hooi,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI,arXiv
TRAJEVAL: Decomposing Code Agent Trajectories for Fine-Grained Diagnosis,,Myeongsoo Kim; Dingmin Wang; Siwei Cui; Farima Farmahinifarahani; Shweta Garg; Baishakhi Ray; Terry Yue Zhuo; Rajdeep Mukherjee; Varun Kumar,2026,arXiv,SE-G1 AND AI-G2,1,cs.SE,arXiv
Taming System Complexity: Demystifying Software Engineering Agents in Diagnosing Linux Kernel Faults,,Zhenhao Zhou; Zhuochen Huang; Yike He; Chong Wang; Jiajun Wang; Yijian Wu; Xin Peng; Yiling Lou,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI; ACL (2026),ACL
TaskEval: Assessing Difficulty of Code Generation Tasks for Large Language Models,10.1145/3773285,"Tambon, Florian and Nikanjam, Amin and Zid, Cyrine and Khomh, Foutse and Antoniol, Giuliano",2025,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,ACM Trans. Softw. Eng. Methodol.,TOSEM
TDD-Bench Verified: Can LLMs Generate Tests for Issues Before They Get Resolved?,,Toufique Ahmed; Martin Hirzel; Rangeet Pan; Avraham Shinnar; Saurabh Sinha,2024,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
TDFlow: Agentic Workflows for Test Driven Development,,Kevin Han; Siddharth Maddikayala; Tim Knappe; Om Patel; Austen Liao; Amir Barati Farimani,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; EACL (2026),ACL
Teaching AI the ‘Why’ and ‘How’ of Software Vulnerability Fixes,10.1145/3729360,"Gao, Amiao and Zhang, Zenong and Wang, Simin and Huang, LiGuo and Wei, Shiyi and Ng, Vincent",2025,ACM,SE-G1 AND AI-G1,1,FSE/ESEC,FSE
TeleSWEBench: A Commit-Driven Benchmark for Evaluating LLM-Powered Software Engineering in Telecommunications,,Pranshav Gajjar; Ali Mamaghani; Dinesh Bharadia; Vijay K Shah,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE,arXiv
Template-Guided Program Repair in the Era of Large Language Models,10.1109/icse55347.2025.00030,"Huang, Kai and Zhang, Jian and Meng, Xiangxin and Liu, Yang",2025,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,ICSE
Terminus-4B: Can a Smaller Model Replace Frontier LLMs at Agentic Execution Tasks?,,Spandan Garg; Vikram Nitin; Yufan Huang,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI,arXiv
Test Oracle Automation in the Era of LLMs,10.1145/3715107,"Molina, Facundo and Gorla, Alessandra and d’Amorim, Marcelo",2025,ACM+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2,3,ACM Trans. Softw. Eng. Methodol.; cs.SE,TOSEM
Test Oracle Generation for REST APIs,10.1145/3726524,"Alonso, Juan C. and Ernst, Michael D. and Segura, Sergio and Ruiz-Cortés, Antonio",2025,ACM,SE-G1 AND AI-G1,1,ACM Trans. Softw. Eng. Methodol.,TOSEM
Test-Driven Development and LLM-based Code Generation,10.1145/3691620.3695527,"Mathews, Noble Saji and Nagappan, Meiyappan",2024,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,ASE
TestExplora: Benchmarking LLMs for Proactive Bug Discovery via Repository-Level Test Generation,,Steven Liu; Jane Luo; Xin Zhang; Aofan Liu; Hao Liu; Jie Wu; Ziyang Huang; Yangyu Huang; Yu Kang; Scarlett Li,2026,arXiv,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,cs.SE; ICML (2026),ICML
TestGenEval: A Real World Unit Test Generation and Test Completion Benchmark,,Kush Jain; Gabriel Synnaeve; Baptiste Rozière,2024,arXiv,SE-G2 AND AI-G1,1,cs.SE,arXiv
Testing like Mad Libs: Fuzzing SMT Solvers with Historical Unusual Inputs Empowered by LLMs,10.1145/3796526,"Sun, Maolin and Yang, Yibiao and Jia, Haoxiang and Wu, Jiangchang and Li, Qingyang and Xie, Zifan and Wen, Ming and Zhou, Yuming",2026,ACM,SE-G1 AND AI-G1,1,ACM Trans. Softw. Eng. Methodol.,TOSEM
Testing the Limits: Unusual Text Inputs Generation for Mobile App Crash Detection with Large Language Model,10.1145/3597503.3639118,"Liu, Zhe and Chen, Chunyang and Wang, Junjie and Chen, Mengzhuo and Wu, Boyu and Tian, Zhilin and Huang, Yuekai and Hu, Jun and Wang, Qing",2024,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,ICSE
The Bystander Effect in Multi-Agent Reasoning: Quantifying Cognitive Loafing in Collaborative Interactions,,Dahlia Shehata; Ming Li,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.MA,arXiv
The Compliance Gap: Why AI Systems Promise to Follow Process Instructions but Don't,,Kwan Soo Shin,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.CL,arXiv
The Conversations Beneath the Code: Triadic Data for Long-Horizon Software Engineering Agents,,Yelin Kim,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE,arXiv
The Danger of Overthinking: Examining the Reasoning-Action Dilemma in Agentic Tasks,,Alejandro Cuadron; Dacheng Li; Wenjie Ma; Xingyao Wang; Yichuan Wang; Siyuan Zhuang; Shu Liu; Luis Gaspar Schroeder; Tian Xia; Huanzhi Mao; Nicholas Thumiger; Aditya Desai; Ion Stoica; Ana Klimovic; Graham Neubig; Joseph E. Gonzalez,2025,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.AI,arXiv
The Deterministic Horizon: When Extended Reasoning Fails and Tool Delegation Becomes Necessary,,Dongxin Guo; Jikun Wu; Siu Ming Yiu,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.AI; ICML (2026),ICML
The Dual-State Architecture for Reliable LLM Agents,,Matthew Thompson,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.LG,arXiv
The Fact Selection Problem in LLM-Based Program Repair,10.1109/icse55347.2025.00162,"Parasaram, Nikhil and Yan, Huijie and Yang, Boyu and Flahy, Zineb and Qudsi, Abriele and Ziaber, Damian and Barr, Earl T. and Mechtaev, Sergey",2025,ACM+IEEE+arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,5,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering; 2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE); cs.SE,ICSE
The First Prompt Counts the Most! An Evaluation of Large Language Models on Iterative Example-Based Code Generation,10.1145/3728947,"Fu, Yingjie and Li, Bozhou and Li, Linyi and Zhang, Wentao and Xie, Tao",2025,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,ISSTA,ISSTA
The Future of AI-Driven Software Engineering,10.1145/3715003,"Terragni, Valerio and Vella, Annie and Roop, Partha and Blincoe, Kelly",2025,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
"The Good, the Bad, and the Missing: Neural Code Generation for Machine Learning Tasks",10.1145/3630009,"Shin, Jiho and Wei, Moshi and Wang, Junjie and Shi, Lin and Wang, Song",2023,ACM,SE-G1 AND AI-G1,1,ACM Trans. Softw. Eng. Methodol.,TOSEM
The Growing Pains of Frontier Models: When Leaderboards Stop Separating and What to Measure Next,,Adil Amin,2026,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.LG,arXiv
The Impact of Fine-tuning Large Language Models on Automated Program Repair,,Roman Macháček; Anastasiia Grishina; Max Hort; Leon Moonen,2025,arXiv,SE-G1 AND AI-G1,1,cs.SE; ICSME 2025,ICSME
The Inverse-Wisdom Law: Architectural Tribalism and the Consensus Paradox in Agentic Swarms,,Dahlia Shehata; Ming Li,2026,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.AI,arXiv
The Limits of Long-Context Reasoning in Automated Bug Fixing,,Ravi Raju; Mengmeng Ji; Shubhangi Upasani; Bo Li; Urmish Thakker,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICLR 2026 Workshop (ICBINB),ICLR
The Multi-Agent Fault Localization System Based on Monte Carlo Tree Search Approach,,Rui Ren,2025,arXiv,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,cs.SE,arXiv
The Nature of Mathematical Modeling and Probabilistic Optimization Engineering in Generative AI,,Fulu Li,2024,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.LG,arXiv
The Plastic Surgery Hypothesis in the Era of Large Language Models,10.1109/ase56229.2023.00047,"Xia, Chunqiu Steven and Ding, Yifeng and Zhang, Lingming",2024,ACM+IEEE,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,Proceedings of the 38th IEEE/ACM International Conference on Automated Software Engineering; 2023 38th IEEE/ACM International Conference on Automated Software Engineering (ASE),ASE
The Potential of One-Shot Failure Root Cause Analysis: Collaboration of the Large Language Model and Small Classifier,10.1145/3691620.3695475,"Han, Yongqi and Du, Qingfeng and Huang, Ying and Wu, Jiaqi and Tian, Fulong and He, Cheng",2024,ACM,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,ASE
The Right Prompts for the Job: Repair Code-Review Defects with Large Language Model,,Zelin Zhao; Zhaogui Xu; Jialong Zhu; Peng Di; Yuan Yao; Xiaoxing Ma,2023,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
The Rise of AI Teammates in Software Engineering (SE) 3.0: How Autonomous Coding Agents Are Reshaping Software Engineering,,Hao Li; Haoxiang Zhang; Ahmed E. Hassan,2025,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE,arXiv
The role of library versions in Developer-ChatGPT conversations,10.1145/3643991.3645075,"Raj, Rachna and Costa, Diego Elias",2024,ACM,SE-G1 AND AI-G1,1,Proceedings of the 21st International Conference on Mining Software Repositories,MSR
The Saturation Trap and the Subjectivity of Intervention Timing: Why Affect-Based Triggers and LLM Judges Fail to Time Interventions on Autonomous Agents,,Manvendra Modgil,2026,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.AI,arXiv
The Seeds of the FUTURE Sprout from History: Fuzzing for Unveiling Vulnerabilities in Prospective Deep-Learning Libraries,10.1109/icse55347.2025.00132,"Li, Zhiyuan and Wu, Jingzheng and Ling, Xiang and Luo, Tianyue and Rui, Zhiqing and Wu, Yanjun",2025,ACM+IEEE+arXiv,SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering; 2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE); cs.SE,ICSE
The Sustainability Face of Automated Program Repair Tools,10.1145/3744900,"Martinez, Matias and Martínez-Fernández, Silverio and Franch, Xavier",2025,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,ACM Trans. Softw. Eng. Methodol.,TOSEM
The SWE-Bench Illusion: When State-of-the-Art LLMs Remember Instead of Reason,,Shanchao Liang; Spandan Garg; Roshanak Zilouchian Moghaddam,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.AI; NeurIPS 2025,NeurIPS
The Trojan Knowledge: Bypassing Commercial LLM Guardrails via Harmless Prompt Weaving and Adaptive Tree Search,,Rongzhe Wei; Peizhi Niu; Xinjie Shen; Tony Tu; Yifan Li; Ruihan Wu; Eli Chien; Pin-Yu Chen; Olgica Milenkovic; Pan Li,2025,arXiv,SE-G2 AND AI-G1+SE-G2 AND AI-G2,2,cs.CR; ICML 2026,ICML
Think-Search-Patch: A Retrieval-Augmented Reasoning Framework for Repository-Level Code Repair,,Bojian Xiong; Yikun Lei; Xikai Liu; Shaowei Zhang; Pengyun Zhu; Yan Liu; Yongqi Leng; Ling Shi; Meizhi Zhong; Yurong Zhang; Yan Gao; Yiwu; Yao Hu; Deyi Xiong,2025,arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1,2,cs.SE,arXiv
ThinkFL: Self-Refining Failure Localization for Microservice Systems via Reinforcement Fine-Tuning,10.1145/3789262,"Zhang, Lingzhe and Zhai, Yunpeng and Jia, Tong and Duan, Chiming and Yu, Siyu and Gao, Jinyang and Ding, Bolin and Wu, Zhonghai and Li, Ying",2026,ACM,SE-G1 AND AI-G1+SE-G1 AND AI-G2,2,ACM Trans. Softw. Eng. Methodol.,TOSEM
"Thinking Longer, Not Larger: Enhancing Software Engineering Agents via Scaling Test-Time Compute",10.1109/ase63991.2025.00309,Y. Ma; Y. Li; Y. Dong; X. Jiang; Y. Li; Y. Liu; R. Cao; J. Chen; F. Huang; B. Li,2025,IEEE+arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,6,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE); cs.SE,ASE
ThinkRepair: Self-Directed Automated Program Repair,10.1145/3650212.3680359,"Yin, Xin and Ni, Chao and Wang, Shaohua and Li, Zhenhao and Zeng, Limin and Yang, Xiaohu",2024,ACM+arXiv,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis; cs.SE,ISSTA
TIGER: A Generating-Then-Ranking Framework for Practical Python Type Inference,10.1109/icse55347.2025.00019,"Wang, Chong and Zhang, Jian and Lou, Yiling and Liu, Mingwei and Sun, Weisong and Liu, Yang and Peng, Xin",2025,ACM,SE-G1 AND AI-G1,1,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,ICSE
To Err is Machine: Vulnerability Detection Challenges LLM Reasoning,,Benjamin Steenhoek; Md Mahbubur Rahman; Monoshi Kumar Roy; Mirza Sanjida Alam; Hengbo Tong; Swarna Das; Earl T. Barr; Wei Le,2024,arXiv,SE-G1 AND AI-G1,1,cs.SE,arXiv
TOM-SWE: User Mental Modeling For Software Engineering Agents,,Xuhui Zhou; Valerie Chen; Zora Zhiruo Wang; Graham Neubig; Maarten Sap; Xingyao Wang,2025,arXiv,SE-G1 AND AI-G2+SE-G2 AND AI-G2,2,cs.SE; ICML 2026,ICML
Tool-integrated Reinforcement Learning for Repo Deep Search,,Zexiong Ma; Chao Peng; Qunhong Zeng; Pengfei Gao; Yanzhen Zou; Bing Xie,2025,arXiv,SE-G1 AND AI-G1+SE-G1 AND AI-G2+SE-G2 AND AI-G1+SE-G2 AND AI-G2,4,cs.SE; ICSE 2026,ICSE
Toward Rapid Bug Resolution for Android Apps,10.1145/3639478.3639812,"Mahmud, Junayed",2024,ACM,SE-G1 AND AI-G1+SE-G2 AND AI-G1+SE-G2 AND AI-G2,3,Proceedings of the 2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings,ICSE
